"Notes"	"State"	"State Code"	"Year"	"Year Code"	"Cause of death"	"Cause of death Code"	"Injury Intent"	"Injury Intent Code"	"Age Group"	"Age Group Code"	Deaths	Population	Crude Rate
	"California"	"06"	"1988"	"1988"	"Handgun"	"E965.0"	"Homicide"	"3"	"5-9 years"	"5-9"	4	2083102	0.2 (Unreliable)
	"California"	"06"	"1988"	"1988"	"Handgun"	"E965.0"	"Homicide"	"3"	"10-14 years"	"10-14"	3	1834249	0.2 (Unreliable)
	"California"	"06"	"1988"	"1988"	"Handgun"	"E965.0"	"Homicide"	"3"	"15-19 years"	"15-19"	28	2082393	1.3
	"California"	"06"	"1988"	"1988"	"Handgun"	"E965.0"	"Homicide"	"3"	"20-24 years"	"20-24"	52	2461308	2.1
	"California"	"06"	"1988"	"1988"	"Handgun"	"E965.0"	"Homicide"	"3"	"25-34 years"	"25-34"	67	5557889	1.2
	"California"	"06"	"1988"	"1988"	"Handgun"	"E965.0"	"Homicide"	"3"	"35-44 years"	"35-44"	40	4242621	0.9
	"California"	"06"	"1988"	"1988"	"Handgun"	"E965.0"	"Homicide"	"3"	"45-54 years"	"45-54"	15	2670273	0.6 (Unreliable)
	"California"	"06"	"1988"	"1988"	"Handgun"	"E965.0"	"Homicide"	"3"	"55-64 years"	"55-64"	10	2234904	0.4 (Unreliable)
	"California"	"06"	"1988"	"1988"	"Handgun"	"E965.0"	"Homicide"	"3"	"65-74 years"	"65-74"	6	1794803	0.3 (Unreliable)
	"California"	"06"	"1988"	"1988"	"Handgun"	"E965.0"	"Homicide"	"3"	"75-84 years"	"75-84"	4	927963	0.4 (Unreliable)
	"California"	"06"	"1988"	"1988"	"Handgun"	"E965.0"	"Homicide"	"3"	"85+ years"	"85+"	2	280674	0.7 (Unreliable)
	"California"	"06"	"1988"	"1988"	"Handgun"	"E965.0"	"Homicide"	"3"	"Not Stated"	"NS"	1	Not Applicable	Not Applicable
	"California"	"06"	"1988"	"1988"	"Shotgun"	"E965.1"	"Homicide"	"3"	"< 1 year"	"1"	1	533148	0.2 (Unreliable)
	"California"	"06"	"1988"	"1988"	"Shotgun"	"E965.1"	"Homicide"	"3"	"1-4 years"	"1-4"	2	1835201	0.1 (Unreliable)
	"California"	"06"	"1988"	"1988"	"Shotgun"	"E965.1"	"Homicide"	"3"	"5-9 years"	"5-9"	1	2083102	0.0 (Unreliable)
	"California"	"06"	"1988"	"1988"	"Shotgun"	"E965.1"	"Homicide"	"3"	"10-14 years"	"10-14"	2	1834249	0.1 (Unreliable)
	"California"	"06"	"1988"	"1988"	"Shotgun"	"E965.1"	"Homicide"	"3"	"15-19 years"	"15-19"	29	2082393	1.4
	"California"	"06"	"1988"	"1988"	"Shotgun"	"E965.1"	"Homicide"	"3"	"20-24 years"	"20-24"	39	2461308	1.6
	"California"	"06"	"1988"	"1988"	"Shotgun"	"E965.1"	"Homicide"	"3"	"25-34 years"	"25-34"	40	5557889	0.7
	"California"	"06"	"1988"	"1988"	"Shotgun"	"E965.1"	"Homicide"	"3"	"35-44 years"	"35-44"	27	4242621	0.6
	"California"	"06"	"1988"	"1988"	"Shotgun"	"E965.1"	"Homicide"	"3"	"45-54 years"	"45-54"	12	2670273	0.4 (Unreliable)
	"California"	"06"	"1988"	"1988"	"Shotgun"	"E965.1"	"Homicide"	"3"	"55-64 years"	"55-64"	3	2234904	0.1 (Unreliable)
	"California"	"06"	"1988"	"1988"	"Shotgun"	"E965.1"	"Homicide"	"3"	"65-74 years"	"65-74"	2	1794803	0.1 (Unreliable)
	"California"	"06"	"1988"	"1988"	"Shotgun"	"E965.1"	"Homicide"	"3"	"75-84 years"	"75-84"	1	927963	0.1 (Unreliable)
	"California"	"06"	"1988"	"1988"	"Hunting rifle"	"E965.2"	"Homicide"	"3"	"15-19 years"	"15-19"	7	2082393	0.3 (Unreliable)
	"California"	"06"	"1988"	"1988"	"Hunting rifle"	"E965.2"	"Homicide"	"3"	"20-24 years"	"20-24"	7	2461308	0.3 (Unreliable)
	"California"	"06"	"1988"	"1988"	"Hunting rifle"	"E965.2"	"Homicide"	"3"	"25-34 years"	"25-34"	12	5557889	0.2 (Unreliable)
	"California"	"06"	"1988"	"1988"	"Hunting rifle"	"E965.2"	"Homicide"	"3"	"35-44 years"	"35-44"	8	4242621	0.2 (Unreliable)
	"California"	"06"	"1988"	"1988"	"Hunting rifle"	"E965.2"	"Homicide"	"3"	"45-54 years"	"45-54"	2	2670273	0.1 (Unreliable)
	"California"	"06"	"1988"	"1988"	"Hunting rifle"	"E965.2"	"Homicide"	"3"	"55-64 years"	"55-64"	8	2234904	0.4 (Unreliable)
	"California"	"06"	"1988"	"1988"	"Hunting rifle"	"E965.2"	"Homicide"	"3"	"65-74 years"	"65-74"	1	1794803	0.1 (Unreliable)
